SPAWN_UNIT,MVirus1,1,1,MiddleLeft
SPAWN_UNIT,MVirus1,1,1,BottomRight
SPAWN_UNIT,MVirus1,2,1,MiddleLeft
SPAWN_UNIT,MVirus1,1,1,MiddleRight
SPAWN_UNIT,MVirus2,2,1,BottomRight
SPAWN_UNIT,MVirus1,1,1,BottomLeft
SPAWN_UNIT,MVirus1,1,1,TopLeft
SPAWN_UNIT,MVirus2,2,1,TopRight
SPAWN_UNIT,MVirus1,2,1,MiddleRight
SPAWN_UNIT,MVirus1,2,1,TopLeft
SPAWN_UNIT,MVirus2,1,1,BottomLeft
SPAWN_UNIT,MVirus2,2,1,BottomLeft
SPAWN_UNIT,MVirus1,2,1,TopRight
SPAWN_UNIT,MVirus2,1,1,BottomRight
SPAWN_UNIT,MVirus1,1,1,BottomLeft
SPAWN_UNIT,MVirus1,2,1,TopLeft
SPAWN_UNIT,MVirus2,1,1,BottomLeft
SPAWN_UNIT,MVirus1,1,1,BottomLeft
SPAWN_UNIT,MVirus2,2,1,TopRight
SPAWN_UNIT,MVirus1,2,1,MiddleRight
SPAWN_UNIT,MVirus1,2,1,TopLeft
SPAWN_UNIT,MVirus2,2,1,BottomRight
SPAWN_UNIT,MVirus1,1,1,MiddleRight
SPAWN_UNIT,MVirus1,1,1,BottomLeft
SPAWN_UNIT,MVirus1,1,1,TopLeft
SPAWN_UNIT,MVirus1,2,1,MiddleRight
SPAWN_UNIT,MVirus2,1,1,BottomLeft
