DELAY,sdfs,0.1,1,4,1
SET_POSITION,SataliteBody,0,1,SataliteBody,1
SPAWN_UNIT,Virus1,1.5,1,MiddleRight,2.5
SPAWN_UNIT,Virus2,0,1,RearLeft,2.5
SPAWN_UNIT,Virus3,1.5,1,CenterLeft,4
SPAWN_UNIT,Virus2,1.5,1,RearRight,5.5
SPAWN_UNIT,Virus2,1.5,1,MiddleLeft,7
SPAWN_UNIT,Virus3,0.4,1,CenterLeft,7.4
SPAWN_UNIT,Virus1,0.5,1,RightFront,7.9
SPAWN_UNIT,Virus1,0.5,1,MiddleLeft,8.4
SPAWN_UNIT,Virus1,0.5,1,RightBalcony1,8.9
SPAWN_UNIT,Virus4,0.5,1,LeftFront,9.4
SPAWN_UNIT,Virus1,0.5,1,MiddleRight,9.9
SPAWN_UNIT,Virus2,1.5,1,MiddleLeft,11.4
SPAWN_UNIT,Virus4,0.5,1,RearCenter,11.9
SPAWN_UNIT,Virus1,0.5,1,RearRight,12.4
SPAWN_UNIT,Virus2,1.5,1,LeftFront,13.9
SPAWN_UNIT,Virus4,0.5,1,CenterRight,14.4
SPAWN_UNIT,Virus4,0.5,1,RearLeft,14.9
SPAWN_UNIT,Virus4,0.5,1,RearRight,15.4
SPAWN_UNIT,Virus1,0.5,1,RightFront,15.9
SPAWN_UNIT,Virus5,0.4,1,MiddleLeft,16.3
SPAWN_UNIT,Virus6,0.4,1,MiddleLeft,16.7
SPAWN_UNIT,Virus6,0.4,1,MiddleRight,17.1
SPAWN_UNIT,Virus6,0.4,1,MiddleLeft,17.5
SPAWN_UNIT,Virus1,0.5,1,RearRight,18
SPAWN_UNIT,Virus4,0.5,1,RearCenter,18.5
SPAWN_UNIT,Virus5,0.5,1,RightBalcony1,19
SPAWN_UNIT,Virus2,0.5,1,MiddleLeft,19.5
SPAWN_UNIT,Virus2,0.5,1,MiddleLeft,20
SPAWN_UNIT,Virus1,0.5,1,LeftBalcony1,20.5
SPAWN_UNIT,Virus4,0.5,1,LeftFront,21
SPAWN_UNIT,Virus1,0.5,1,MiddleRight,21.5
SPAWN_UNIT,Virus3,1.5,1,MiddleLeft,23
SPAWN_UNIT,Virus4,0.5,1,RearCenter,23.5
SPAWN_UNIT,Virus1,0.5,1,RearRight,24
SPAWN_UNIT,Virus6,0,1,LeftFront,24
SPAWN_UNIT,Virus6,1.5,1,RightFront,25.5
SPAWN_UNIT,Virus1,0,1,MiddleRight,25.5
SPAWN_UNIT,Virus2,0.5,1,RearLeft,26
SPAWN_UNIT,Virus2,0.5,1,RearRight,26.5
SPAWN_UNIT,Virus2,0.5,1,RearLeft,27
SPAWN_UNIT,Virus2,0.5,1,RearRight,27.5
SPAWN_UNIT,Virus2,0.5,1,RearLeft,28
SPAWN_UNIT,Virus2,0.5,1,RearRight,28.5
DELAY,,6,1,4,34.5
SPAWN_UNIT,Virus2,0,1,RearLeft,34.5
SPAWN_UNIT,Virus3,1.5,1,CenterLeft,36
SPAWN_UNIT,Virus2,0,1,RearLeft,36
SPAWN_UNIT,Virus3,1.5,1,CenterLeft,37.5
SPAWN_UNIT,Virus1,0.5,1,MiddleLeft,38
SPAWN_UNIT,Virus1,0.5,1,RightFront,38.5
SPAWN_UNIT,Virus3,0.5,1,RoofLeftFront,39
SPAWN_UNIT,Virus3,0.5,1,RoofRightFront,39.5
SPAWN_UNIT,Virus4,0.5,1,MiddleRight,40
SPAWN_UNIT,Virus2,0,1,BackdropTopLeft,40
SPAWN_UNIT,Virus2,0,1,BackdropTopRight,40
SPAWN_UNIT,Virus1,0.5,1,MiddleLeft,40.5
SPAWN_UNIT,Virus1,0.5,1,LeftBalcony1,41
SPAWN_UNIT,Virus3,0.5,1,RearCenter,41.5
SPAWN_UNIT,Virus3,0.5,1,RoofRightFront,42
SPAWN_UNIT,Virus4,0.2,1,RearRight,42.2
SPAWN_UNIT,Virus4,0.2,1,RearLeft,42.4
SPAWN_UNIT,Virus4,0.2,1,RearRight,42.6
SPAWN_UNIT,Virus4,0.2,1,RearLeft,42.8
SPAWN_UNIT,Virus1,0.5,1,MiddleLeft,43.3
SPAWN_UNIT,Virus3,0.5,1,RoofRightFront,43.8
SPAWN_UNIT,Virus4,0.2,1,RearRight,44
SPAWN_UNIT,Virus4,0.2,1,RearLeft,44.2
SPAWN_UNIT,Virus4,0.2,1,RearRight,44.4
SPAWN_UNIT,Virus4,0.2,1,RearLeft,44.6
SPAWN_UNIT,Virus4,0.2,1,RearRight,44.8
SPAWN_UNIT,Virus4,0.2,1,RearLeft,45
SPAWN_UNIT,Virus2,0,1,BackdropTopLeft,45
