DELAY,sdfs,0.1,1,4,1
SET_POSITION,SataliteBody,0,1,SataliteBody,1
SPAWN_UNIT,Virus1,1.5,1,MiddleRight,2.5
SPAWN_UNIT,Virus1,1,1,MiddleLeft,3.5
SPAWN_UNIT,Virus1,0.5,1,MiddleRight,4
DELAY,1,1,1,,5
SPAWN_UNIT,Virus1,0.8,1,MiddleRight,5.8
SPAWN_UNIT,Virus1,0.8,1,MiddleLeft,6.6
SPAWN_UNIT,Virus1,0.8,1,MiddleRight,7.4
SPAWN_UNIT,Virus1,1.6,1,MiddleLeft,9
SPAWN_UNIT,Virus1,0.7,1,RightFront,9.7
SPAWN_UNIT,Virus1,0.7,1,LeftFront,10.4
SPAWN_UNIT,Virus1,0.7,1,RightFront,11.1
SPAWN_UNIT,Virus1,0,1,LeftFront,11.1
DELAY,1,3,1,,14.1
SPAWN_UNIT,Virus1,0.6,1,CenterLeft,14.7
SPAWN_UNIT,Virus1,4,1,CenterLeft,18.7
SPAWN_UNIT,Virus4,0.6,1,RearLeft,19.3
SPAWN_UNIT,Virus4,0.6,1,RearCenter,19.9
SPAWN_UNIT,Virus4,0,1,RearLeft,19.9
SPAWN_UNIT,Virus4,0.6,1,RearRight,20.5
DELAY,1,3,1,,23.5
SPAWN_UNIT,Virus1,0.6,1,MiddleRight,24.1
SPAWN_UNIT,Virus1,0.6,1,MiddleLeft,24.7
SPAWN_UNIT,Virus1,0.6,1,MiddleRight,25.3
SPAWN_UNIT,Virus1,2.4,1,MiddleLeft,27.7
SPAWN_UNIT,Virus4,0.6,1,RearLeft,28.3
SPAWN_UNIT,Virus4,0.6,1,RearCenter,28.9
SPAWN_UNIT,Virus4,0.6,1,RearRight,29.5
DELAY,1,4.5,1,,34
SPAWN_UNIT,Virus2,0.6,1,MiddleRight,34.6
SPAWN_UNIT,Virus2,0,1,MiddleLeft,34.6
SPAWN_UNIT,Virus1,0.2,1,MiddleRight,34.8
SPAWN_UNIT,Virus1,1.6,1,MiddleLeft,36.4
DELAY,1,1,1,,37.4
SPAWN_UNIT,Virus3,1.6,1,LeftBalcony1,39
SPAWN_UNIT,Virus3,1.6,1,RightBalcony1,40.6
SPAWN_UNIT,Virus3,1.6,1,LeftBalcony1,42.2
SPAWN_UNIT,Virus3,1.6,1,RightBalcony1,43.8
DELAY,1,4.5,1,,49.8
DELAY,sdfs,0.1,1,4,49.9
SPAWN_UNIT,Virus1,0.8,1,MiddleRight,50.7
SPAWN_UNIT,Virus1,0,1,MiddleRight,50.7
SPAWN_UNIT,Virus1,0.8,1,MiddleLeft,51.5
SPAWN_UNIT,Virus1,0.8,1,MiddleRight,52.3
SPAWN_UNIT,Virus1,0.8,1,MiddleLeft,53.1
DELAY,1,3,1,,56.1
SPAWN_UNIT,Virus4,0,1,LeftBalcony1,56.1
SPAWN_UNIT,Virus4,1.6,1,RightBalcony1,57.7
SPAWN_UNIT,Virus4,0,1,LeftBalcony1,57.7
SPAWN_UNIT,Virus4,1.6,1,RightBalcony1,59.3
SPAWN_UNIT,Virus4,0.6,1,RoofLeftMiddle,59.9
SPAWN_UNIT,Virus4,0.6,1,RoofRightMiddle,60.5
SPAWN_UNIT,Virus4,0.6,1,RoofLeftMiddle,61.1
SPAWN_UNIT,Virus4,0.6,1,RoofRightMiddle,61.7
SPAWN_UNIT,Virus4,0,1,RoofLeftMiddle,61.7
SPAWN_UNIT,Virus4,0.6,1,RoofRightMiddle,62.3
SPAWN_UNIT,Virus4,0,1,RoofLeftMiddle,62.3
SPAWN_UNIT,Virus4,0.6,1,RoofRightMiddle,62.9
DELAY,1,1,1,,63.9
SPAWN_UNIT,Virus1,0.3,1,MiddleRight,64.2
SPAWN_UNIT,Virus1,0.3,1,LeftBalcony1,64.5
SPAWN_UNIT,Virus1,1,1,MiddleRight,65.5
SPAWN_UNIT,Virus1,0.3,1,MiddleRight,65.8
SPAWN_UNIT,Virus1,0.3,1,LeftBalcony1,66.1
DELAY,1,4.5,1,,70.6
SPAWN_UNIT,Virus5,0.3,1,MiddleRight,70.9
SPAWN_UNIT,Virus5,0.3,1,RearRight,71.2
SPAWN_UNIT,Virus5,0.3,1,RearLeft,71.5
SPAWN_UNIT,Virus5,0.3,1,MiddleRight,71.8
SPAWN_UNIT,Virus5,0.3,1,MiddleRight,72.1
SPAWN_UNIT,Virus5,0.3,1,RearRight,72.4
SPAWN_UNIT,Virus5,1.3,1,RearLeft,73.7
SPAWN_UNIT,Virus5,0,1,MiddleRight,73.7
SPAWN_UNIT,Virus5,3.6,1,MiddleLeft,77.3
SPAWN_UNIT,Virus3,0.1,1,MiddleRight,77.4
